provnum,overall_rating,survey_rating,quality_rating,staffing_rating,RN_staffing_rating
155478,2,1,5,3,3
155479,5,3,5,4,4
155480,4,4,2,4,4
155481,4,3,2,4,5
155482,4,5,1,3,3
155483,4,4,2,3,5
155484,1,1,4,3,2
155486,4,5,1,5,5
155487,4,4,4,4,5
155488,3,3,4,2,2
155489,5,4,5,4,5
155490,4,4,2,3,2
155491,1,1,1,4,4
155493,4,3,5,2,3
155494,1,1,1,1,2
155495,2,1,2,4,4
155496,2,3,4,1,2
155501,3,2,5,3,4
155502,4,3,4,4,4
155503,3,3,4,3,4
155505,4,2,5,4,4
155506,4,3,5,3,3
155507,3,4,2,1,2
155508,2,1,3,4,3
155510,5,4,5,2,3
155511,4,3,2,4,4
155512,4,4,2,3,4
155516,5,5,2,5,5
155519,5,4,5,5,5
155520,4,3,5,3,3
155521,2,2,1,4,4
155522,2,1,2,4,4
155523,2,2,2,2,4
155524,4,4,2,4,4
155525,3,4,1,3,4
155526,3,4,1,4,4
155527,5,5,3,4,5
155530,2,1,5,4,3
155531,4,4,4,4,4
155532,2,2,3,2,4
155535,1,1,1,3,3
155539,4,4,3,4,4
155542,3,2,3,4,4
155543,3,2,5,3,3
155546,3,2,5,3,3
155549,2,2,1,4,4
155551,5,3,5,5,5
155556,1,1,3,3,4
155557,5,3,5,4,4
155561,3,2,4,4,4
155564,5,4,5,3,4
155565,2,3,1,2,4
155566,1,2,1,1,2
155567,2,2,3,3,3
155568,5,4,5,2,2
155570,5,3,5,5,5
155571,4,3,5,3,4
155572,1,1,1,2,3
155573,5,4,5,3,5
155574,5,4,5,4,4
155576,4,3,5,2,4
155578,4,4,4,3,4
155579,2,1,5,2,4
155580,1,1,2,1,1
155581,4,3,5,3,5
155582,5,4,5,3,4
155583,5,5,5,4,5
155586,2,2,3,3,2
155587,4,5,1,2,3
155589,5,5,5,4,5
155593,5,4,3,5,5
155596,5,5,5,1,2
155600,5,3,5,4,4
155604,5,5,4,4,3
155605,3,4,1,3,3
155606,4,3,5,2,1
155607,5,4,5,4,4
155608,2,2,2,3,3
155611,5,4,5,4,4
155614,5,5,3,3,3
155616,1,2,1,1,1
155617,4,4,5,1,2
155618,2,2,2,3,4
155620,2,2,4,2,3
155621,2,2,4,3,3
155625,2,1,5,3,4
155627,5,4,5,3,5
155628,2,2,2,3,3
155630,3,2,2,4,4
155631,4,4,3,4,4
155632,2,2,2,2,3
155635,4,3,4,4,4
155636,5,3,5,4,4
155637,2,2,3,3,3
155649,4,3,5,3,5
155650,2,2,2,3,2
155651,4,4,3,3,4
155653,1,1,4,2,4
155654,5,3,5,4,4
155655,4,4,4,4,3
155656,3,2,4,4,4
155657,2,2,3,3,4
155658,3,4,1,4,4
155659,5,5,3,4,4
155660,5,4,5,4,5
155661,2,2,3,2,3
155662,4,3,4,4,3
155664,2,2,4,3,4
155665,1,1,4,2,2
155666,3,4,1,4,5
155667,4,3,3,4,4
155668,4,3,5,3,3
155669,4,5,1,5,5
155670,2,2,4,3,4
155671,4,4,4,4,5
155672,4,4,2,4,4
155673,4,4,4,3,4
155674,4,3,5,3,4
155675,5,4,5,3,3
155676,5,5,4,3,3
155677,4,3,4,4,5
155678,5,4,5,5,5
155679,5,5,5,3,4
155680,4,2,5,5,5
155681,4,4,2,4,4
155682,2,2,4,3,4
155683,2,1,5,5,5
155684,5,4,5,4,4
155685,1,1,1,3,4
155686,2,3,4,1,1
155687,1,1,3,1,2
155688,5,4,5,5,5
155689,2,1,5,2,2
155690,2,2,2,3,4
155691,5,5,2,2,3
155692,5,4,5,,
155693,3,2,4,5,5
155694,5,4,5,2,4
155695,4,3,5,3,4
155696,4,3,4,4,4
155697,4,3,5,2,4
155698,3,2,3,5,5
155699,3,3,1,5,5
155700,5,3,5,5,5
155701,5,4,5,3,4
155702,1,1,1,2,2
155703,5,5,4,5,5
155704,4,3,5,2,3
155705,5,4,5,4,4
155707,5,4,4,5,5
155708,2,1,5,1,2
155710,4,4,2,4,4
155711,1,1,2,,
155712,3,2,4,4,5
155714,2,1,3,5,5
155715,4,4,4,4,5
155716,2,2,2,3,3
155717,4,4,3,4,4
155718,2,1,4,4,4
155719,3,2,2,4,4
155720,1,2,4,1,1
155721,1,1,2,3,2
155723,5,3,5,4,4
155724,4,3,3,4,4
155725,3,2,3,4,5
155726,5,4,5,3,2
155727,3,2,2,5,5
155728,3,4,1,4,5
155729,4,3,5,3,3
155730,4,4,3,4,5
155732,3,2,5,3,5
155733,3,2,4,4,4
155734,3,2,4,5,5
155735,3,3,3,3,3
155736,3,4,1,3,5
155738,2,1,4,4,4
155740,5,4,5,4,4
155741,3,2,5,3,4
155742,4,3,2,5,5
155743,1,1,1,3,4
155744,5,5,5,4,4
155745,5,5,4,5,5
155746,4,4,4,4,4
155747,4,3,5,3,4
155751,4,2,5,5,5
155752,1,1,1,2,2
155753,5,4,4,5,5
155754,5,3,5,5,5
155755,4,3,4,4,3
155756,4,3,5,2,4
155757,5,3,5,4,4
155758,1,1,2,3,3
155759,3,3,4,2,4
155760,1,1,4,3,5
155761,5,5,5,3,3
155762,3,3,3,3,3
155763,4,4,2,3,3
155764,3,2,4,4,3
155765,4,5,1,5,5
155766,3,3,1,4,4
155767,2,2,3,3,3
155768,4,4,3,4,4
155769,3,2,4,4,4
155770,3,4,1,4,3
155771,3,3,3,3,4
155772,3,3,4,3,2
155773,5,3,5,5,5
155774,5,5,3,5,5
155775,4,4,4,4,5
155776,5,4,5,4,4
155777,4,3,2,5,5
155778,3,3,4,3,2
155779,3,2,2,5,5
155780,3,3,2,2,3
155782,4,4,4,4,5
155783,2,2,1,5,5
155784,1,1,3,3,5
155785,5,3,5,4,4
155786,3,2,5,2,4
155787,5,5,3,5,5
155788,5,3,5,4,4
155789,1,1,2,2,4
155790,4,2,5,4,4
155791,2,1,5,4,5
155792,2,1,5,2,4
155793,3,2,4,4,4
155794,4,2,5,5,5
155795,2,2,4,3,3
155796,3,4,1,2,4
155797,2,1,2,5,5
155798,5,5,4,5,5
155799,2,1,3,5,5
155800,5,5,4,4,4
155801,3,2,4,4,4
155802,5,4,4,5,5
155803,2,1,3,5,5
155804,4,3,3,4,4
155805,2,1,5,3,4
155806,4,3,2,4,4
155807,1,1,4,1,1
155808,2,2,4,3,3
155809,3,2,5,3,3
155810,2,1,5,2,3
155811,2,1,5,4,4
155812,5,4,5,4,3
155813,5,5,5,4,4
155814,2,3,1,3,3
155815,2,1,2,4,4
155816,2,2,3,3,2
155817,2,1,4,5,5
155818,5,5,3,4,4
155819,4,3,2,4,4
155820,3,4,1,4,4
155821,4,4,3,3,3
155822,2,2,1,4,3
155823,5,5,3,5,5
155824,3,3,1,4,4
155825,4,3,4,5,5
155826,5,4,5,5,5
155827,2,1,4,4,5
155828,5,4,5,5,5
155829,3,2,3,5,5
155830,5,5,5,4,4
155831,4,3,2,4,3
155832,4,4,2,4,4
155833,,,,,
155834,4,2,5,5,5
155835,2,2,1,4,4
155836,5,4,4,5,5
155837,5,5,3,5,5
155838,,,,,
155839,4,5,1,5,5
155840,,,,,
155841,,,,,
155842,,,,,
155843,,,,,
155844,,,,,
155845,,,,,
155846,,,,,
15A011,2,2,5,1,1
1.50E+65,1,1,1,1,1
1.50E+248,4,4,2,4,4
15E594,1,1,1,4,4
15E657,3,3,1,4,5
15E667,2,2,3,3,4
15E681,5,5,4,5,5
15E683,2,2,2,2,1
165006,4,3,3,5,5
165017,5,4,5,3,5
165019,5,5,5,3,3
165030,5,4,5,5,5
165033,2,1,3,4,3
165034,2,1,4,4,4
165046,3,4,1,,
165049,5,3,5,4,4
165072,1,1,3,3,3
165081,3,2,3,4,4
165082,3,2,2,4,5
165104,4,4,3,3,4
165110,4,3,4,5,5
165116,5,5,3,,
165118,2,1,3,4,4
165119,4,2,5,4,5
165130,5,4,4,5,5
165135,2,2,1,4,3
165145,2,1,4,4,5
165146,2,1,3,4,4
165147,2,3,1,3,5
165149,2,1,5,3,3
165151,1,1,1,4,4
165152,3,2,2,4,3
165155,3,3,3,3,3
165156,2,1,3,4,4
165157,3,2,4,5,5
165158,4,4,4,3,3
165161,2,1,2,4,5
165162,1,1,4,3,4
165163,5,5,4,5,5
165165,2,2,2,3,4
165167,5,4,5,4,5
165169,4,3,3,4,4
165170,2,1,2,4,4
165171,1,1,1,2,3
165172,5,5,5,5,5
165173,5,4,5,2,3
165174,1,1,1,3,4
165175,3,2,5,2,4
165176,5,4,5,5,5
165177,4,3,4,5,5
165178,5,3,5,5,5
165179,3,3,4,2,3
165180,1,1,1,3,4
165181,3,2,5,3,5
165183,4,4,1,5,5
165185,4,2,5,4,4
165186,1,1,3,3,2
165187,2,2,2,3,3
165188,3,3,2,2,4
165189,5,4,5,3,4
165190,2,1,3,4,5
165191,2,1,3,4,4
165192,2,1,2,4,5
165193,3,4,2,1,2
165196,4,2,5,4,4
165197,1,1,1,3,5
165198,2,1,3,4,4
165199,4,4,2,2,3
165202,1,1,2,2,4
165203,2,1,2,5,5
165204,1,1,1,4,4
165205,1,1,3,3,3
165206,3,2,5,2,2
165207,3,3,1,4,5
165208,4,3,5,3,3
165209,3,3,3,3,4
165210,5,5,2,4,5
165211,2,2,2,3,4
165213,3,3,4,2,1
165214,4,3,5,2,3
165215,3,4,4,1,1
165216,3,4,1,,
165217,4,3,5,3,2
165218,1,1,3,3,3
165219,3,2,4,4,5
165220,4,4,4,3,3
165222,3,3,5,1,1
165223,5,4,5,3,5
165224,4,4,4,2,3
165225,3,3,4,2,2
165226,5,5,3,4,4
165227,2,1,2,4,4
165228,3,3,3,3,3
165230,1,1,1,3,3
165231,4,3,5,2,4
165232,5,4,5,4,4
165233,1,1,3,1,2
165234,1,1,4,3,3
165235,5,3,5,4,5
165236,3,3,4,3,5
165237,2,2,4,3,5
165238,2,1,5,3,4
165239,5,4,5,3,4
165240,5,4,5,4,5
165241,2,1,5,2,4
165243,5,3,5,4,4
165245,2,2,4,3,4
165247,4,3,5,3,5
165248,2,1,3,4,4
165249,3,2,5,3,4
165251,1,1,1,3,3
165252,2,2,4,3,3
165253,1,1,3,3,4
165254,4,3,4,4,4
165255,2,1,2,4,4
165256,3,2,5,3,3
165257,4,3,2,4,4
165259,4,3,4,5,5
165260,2,1,4,4,3
165261,3,2,5,3,5
165262,1,1,1,1,2
165263,3,3,4,3,3
165264,1,1,3,1,2
165265,3,2,5,2,4
165266,5,3,5,4,4
165267,5,4,5,3,3
165268,2,1,5,3,3
165269,4,4,1,5,5
165270,3,3,4,3,4
165271,4,4,2,3,3
165272,2,2,4,3,5
165273,2,1,4,4,4
165274,4,3,5,2,4
165275,2,2,4,3,3
165278,4,4,4,4,4
165279,5,5,3,4,4
165280,1,1,3,2,4
165281,5,5,3,5,5
165282,5,5,5,4,5
165283,5,5,5,3,5
165284,2,1,5,4,5
165285,2,2,4,2,4
165286,4,4,4,2,2
165287,5,5,3,3,2
165288,5,5,4,3,3
165290,4,3,5,3,4
165291,4,3,3,5,5
165292,2,4,1,1,1
165293,2,2,2,2,4
165294,3,3,3,2,3
165295,5,5,5,2,3
165296,2,2,4,2,3
165297,4,3,5,3,4
165298,3,3,4,3,4
165299,1,1,3,1,2
165300,4,4,4,2,3
165301,5,5,3,3,4
165302,1,1,4,2,4
165303,5,5,4,5,5
165304,1,2,1,3,4
165305,2,2,3,2,3
165306,2,1,2,4,4
165307,2,2,4,3,2
165308,1,1,1,2,4
165309,5,3,5,4,5
165310,2,2,2,2,3
165311,2,2,2,3,5
165312,3,4,1,2,4
165313,1,1,1,2,3
165314,3,2,5,2,3
165316,2,2,2,3,4
165318,5,5,5,4,4
165320,1,1,2,3,3
165322,5,4,3,5,5
165323,4,4,3,2,4
165324,2,1,2,4,4
165325,5,4,5,4,5
165326,5,4,2,5,5
165327,5,5,5,5,5
165329,4,3,5,3,5
165330,5,4,5,3,4
165331,4,3,2,4,4
165332,5,4,4,5,5
165333,5,4,5,5,5
165334,5,5,2,4,4
165335,3,3,3,2,4
165336,5,5,5,3,3
165337,3,4,1,4,4
165338,5,5,3,3,5
165339,5,5,5,4,5
165340,2,2,1,5,5
165341,5,4,3,5,5
165342,4,4,4,4,4
165343,5,3,5,4,5
165344,1,1,2,,
165345,1,1,3,3,4
165346,4,3,4,5,5
165347,5,4,5,3,4
165349,5,5,5,3,3
165350,2,1,4,4,4
165351,4,3,4,4,4
165352,4,3,4,4,5
165353,5,3,5,4,4
165354,4,5,1,5,5
165355,5,3,5,4,5
165356,2,1,5,5,5
165357,4,4,4,4,4
165358,5,4,5,5,5
165359,4,4,4,4,5
165361,4,3,4,4,4
165362,2,1,5,5,5
165363,5,4,5,5,5
165364,4,4,3,4,4
165365,2,2,2,3,3
165366,5,4,5,4,5
165367,5,4,5,4,4
165368,3,2,5,3,4
165369,4,4,2,4,3
165371,4,4,4,2,1
165372,4,3,3,4,5
165373,4,2,5,4,3
165374,5,4,5,3,4
165375,4,4,3,4,5
165376,4,3,4,4,3
165377,5,5,5,3,5
165379,2,3,4,1,2
165380,5,4,5,5,5
165381,5,5,5,4,4
165382,1,1,4,3,2
165383,5,4,5,4,4
165384,4,2,5,4,4
165385,3,3,2,2,1
165386,5,5,5,4,4
165387,2,1,5,4,4
165388,5,4,5,3,5
165389,5,4,5,3,5
165390,5,5,5,4,5
165391,5,5,5,3,4
165394,4,3,4,4,4
165395,1,2,1,3,4
165396,3,2,2,4,5
165397,5,5,3,5,5
165398,2,2,4,2,4
165399,1,1,4,2,3
165401,5,4,5,3,4
165402,4,4,3,4,4
165403,5,4,5,4,5
165404,1,3,1,1,2
165405,1,1,1,4,4
165406,5,5,5,4,5
165408,4,2,5,4,5
165411,3,2,5,3,3
165412,2,2,4,2,2
165413,5,4,5,4,5
165414,2,1,2,5,5
165416,4,2,5,5,5
165418,3,3,3,3,4
165420,5,5,3,4,5
165421,5,3,5,4,4
165423,2,1,5,4,5
165424,2,1,2,4,5
165425,4,4,2,4,4
165426,3,2,2,5,5
165427,2,2,2,3,3
165428,4,3,3,4,4
165430,2,1,5,3,5
165431,4,4,4,3,5
165432,2,1,2,4,4
165433,4,4,3,3,4
165434,1,1,1,3,5
165435,1,1,4,3,3
165436,1,1,1,4,4
165437,3,3,3,3,3
165438,4,4,2,4,4
165439,5,5,4,3,4
165440,5,5,2,3,5
165441,2,2,4,2,3
165442,4,3,3,4,5
165443,2,1,5,5,5
165444,5,5,5,3,5
165445,4,2,5,4,4
165446,5,5,3,3,3
165447,1,1,4,3,3
165448,4,2,5,4,4
165449,2,1,4,5,5
165450,3,2,5,3,3
165451,4,4,4,3,3
165452,4,4,4,3,3
165453,1,1,3,1,1
165455,1,1,4,1,2
165456,5,4,5,3,4
165457,5,5,3,4,5
165458,2,1,5,4,5
165460,2,2,4,3,5
165461,3,2,5,3,4
165462,5,5,5,3,4
165463,1,1,3,3,3
165465,4,3,3,4,4
165466,2,1,3,5,5
165467,4,4,3,4,5
165468,2,1,4,5,5
165469,2,1,4,4,3
165470,4,3,4,5,5
165471,3,2,4,5,5
165472,3,2,5,3,3
165473,2,1,2,5,5
165474,2,2,3,3,3
165475,5,5,4,3,5
165476,4,3,3,4,4
165478,3,3,3,3,4
165479,3,3,1,5,5
165480,5,5,3,5,5
165481,5,4,2,5,5
165482,5,4,3,5,5
165483,4,2,5,5,5
165484,3,2,2,4,5
165485,5,5,4,4,4
165486,3,3,3,3,3
165487,3,2,3,4,4
165488,4,3,4,4,4
165489,5,3,5,4,5
165490,5,5,5,3,4
165491,5,4,5,2,2
165492,4,2,5,4,5
165494,5,3,5,5,5
165495,4,2,5,5,5
165497,2,1,2,4,5
165498,2,2,3,3,3
165499,2,2,1,5,5
165500,4,2,5,4,4
165501,2,1,4,4,4
165502,5,4,5,3,2
165503,5,5,5,3,4
165504,4,4,3,4,5
165506,2,2,3,3,5
165507,4,3,4,5,5
165508,3,2,3,4,3
165509,5,4,5,4,4
165510,4,3,2,4,3
165511,5,4,5,4,5
165512,4,3,5,3,5
165513,3,3,3,3,2
165514,4,2,5,5,5
165515,4,4,2,3,2
165516,2,2,2,3,3
165521,4,3,5,2,3
165522,4,3,4,4,5
165523,2,2,2,3,5
165524,3,2,4,4,3
165525,4,3,3,4,4
165527,5,3,5,4,4
165528,3,2,4,4,5
165529,2,2,4,3,4
165530,2,1,3,4,3
165531,1,1,2,3,3
165532,4,3,4,4,4
165533,1,1,4,,
165534,4,2,5,4,5
165535,1,1,4,,
165536,4,3,4,4,4
165537,3,2,4,4,4
165538,4,3,2,4,5
165539,3,2,4,4,4
165540,2,3,1,,
165541,2,2,4,3,5
165542,1,1,3,3,4
165543,3,2,4,4,4
165545,2,2,4,2,2
165546,1,2,1,1,1
165547,3,2,3,5,5
165548,4,4,3,,
165549,4,3,4,4,5
165550,3,3,4,3,4
165552,5,5,4,5,5
165553,4,3,4,4,4
165554,3,2,3,5,5
165555,3,2,5,3,2
165556,3,2,4,5,5
165557,4,2,5,5,5
165558,5,5,,,
165559,2,1,5,3,3
165561,5,4,4,5,5
165562,4,4,4,4,5
165565,5,4,5,3,3
165566,4,4,4,4,4
165567,4,3,2,4,4
165568,3,2,4,5,5
165569,5,3,5,4,4
165570,4,3,5,2,4
165572,4,3,3,4,4
165574,5,5,5,4,4
165575,4,2,5,4,5
165576,4,3,2,4,5
165577,3,2,3,5,5
165578,3,2,4,4,4
165579,4,4,4,3,3
165580,4,3,5,3,3
165583,5,3,5,5,5
165584,4,4,4,4,4
165585,1,1,2,3,3
165586,4,3,5,3,4
165587,5,4,5,3,5
165589,5,5,4,3,4
165590,5,5,5,2,3
165591,4,3,2,5,5
165592,3,2,4,4,4
165593,5,4,5,4,3
165594,5,5,5,4,4
165595,4,4,4,4,4
165596,2,1,4,5,5
165597,4,2,5,5,5
165598,1,1,4,3,3
165599,5,4,5,4,4
165601,4,2,5,4,4
165602,3,3,4,3,5
165603,5,4,5,4,5
165604,3,3,4,3,2
165605,5,3,5,4,4
165606,2,1,2,4,4
165607,3,2,4,4,3
165609,3,4,1,4,4
165610,4,4,3,4,4
165611,4,4,2,4,4
165612,3,2,2,4,4
165613,,,,,
165614,,,,,
165615,,,,,
16A001,5,4,5,5,5
16A002,5,3,5,5,5
1.60E+17,5,5,5,5,5
1.60E+51,4,4,3,4,4
1.60E+70,3,3,3,3,3
1.60E+72,4,4,4,4,4
1.60E+119,5,5,3,4,4
1.60E+171,3,4,1,4,4
1.60E+177,4,3,4,5,5
1.60E+183,2,1,3,4,4
1.60E+264,4,2,5,4,4
1.60E+278,4,3,2,4,4
16E637,5,4,5,4,5
16E638,4,4,3,4,5
16E668,5,3,5,4,5
16E681,2,2,1,4,5
16E702,4,3,,5,5
16E718,4,2,5,5,5
16E728,4,4,4,3,2
16F001,4,3,2,5,5
16F002,2,2,1,4,5
175008,4,3,3,4,4
175044,4,3,4,4,4
175070,5,4,5,5,5
175077,3,3,2,3,5
175078,2,1,3,4,3
175100,2,3,1,3,3
175113,1,1,2,3,3
175114,1,1,1,4,4
175115,3,2,2,4,3
175116,3,3,4,,
175118,3,2,3,4,4
175122,2,2,3,3,3
175123,4,4,2,3,3
175124,4,4,3,3,3
175126,4,3,2,4,5
175127,2,3,1,3,2
175130,3,3,1,5,5
175133,2,1,5,3,3
175135,2,2,2,3,3
175141,3,3,3,3,3
175145,2,2,2,2,1
175146,4,5,1,,
175151,3,4,1,2,4
175154,5,3,5,5,5
175157,1,1,4,2,3
175158,4,4,4,4,4
175159,4,3,3,5,5
175162,3,2,4,5,5
175163,5,5,2,,
175165,3,3,4,3,2
175168,2,1,4,4,4
175169,3,3,1,4,5
175171,4,3,3,4,3
175172,2,2,4,3,3
175173,2,2,1,5,5
175174,5,4,2,5,5
175175,2,2,1,4,4
175176,3,2,5,2,3
175180,1,1,2,2,2
175181,5,5,5,5,5
175182,2,1,5,4,3
175183,3,2,3,4,4
175184,4,3,5,3,4
175185,1,1,2,3,3
175187,3,2,3,4,4
175189,5,4,3,5,5
175191,4,3,3,4,4
175200,5,5,4,5,5
175201,3,4,1,2,3
175202,2,2,2,3,3
175205,1,1,3,2,4
175207,2,1,2,4,4
175208,2,1,2,4,4
175210,4,3,3,4,4
175213,1,1,2,2,2
175214,3,2,5,3,3
175215,1,1,3,1,1
175216,5,4,5,3,4
175218,1,2,1,3,3
175219,4,2,5,4,4
175220,1,1,3,1,2
175221,2,1,2,4,4
175223,3,3,2,2,3
175224,1,3,1,1,2
175226,4,3,4,4,5
175228,4,3,5,2,3
175229,3,3,5,1,2
175231,1,1,4,2,4
175232,3,3,3,3,4
175233,5,5,4,2,3
175235,4,3,4,5,5
175236,1,1,1,4,4
175237,5,4,4,5,5
175238,1,1,2,2,4
175239,5,4,5,3,3
175240,3,3,2,2,3
175241,3,2,4,4,4
175242,5,5,4,5,5
175243,3,2,5,3,3
175244,2,1,4,4,4
175245,4,4,4,4,4
175246,2,1,5,3,4
175248,2,1,5,4,4
175249,2,3,1,3,3
175250,3,2,5,3,2
175253,1,1,2,3,4
175254,3,2,5,3,3
175255,4,3,5,3,2
175256,4,4,3,2,2
175257,5,4,4,5,5
175258,4,3,4,4,4
175260,2,1,3,4,4
175263,4,3,2,4,4
175264,5,5,4,5,5
175267,1,1,3,3,3
175272,3,2,3,5,5
175273,2,1,2,4,3
175274,2,2,3,3,3
175275,5,3,5,5,5
175276,3,3,2,3,3
175277,4,3,3,5,5
175280,1,1,1,2,2
175281,2,1,5,2,2
175282,2,1,3,4,3
175286,1,1,1,2,2
175287,5,4,5,3,3
175290,3,4,1,4,4
175291,1,1,1,3,3
175292,5,4,3,5,5
175294,4,4,3,4,4
175295,3,2,5,2,3
175297,3,2,4,5,5
175298,3,2,3,4,4
175299,5,5,5,4,4
175300,4,3,4,5,5
175301,5,4,5,4,4
175302,5,5,3,5,5
175303,5,4,4,5,5
175304,5,4,4,5,5
175305,5,5,5,4,4
175306,4,3,2,5,5
175309,5,5,3,4,3
175310,2,1,5,5,5
175313,4,4,4,4,5
175315,2,1,5,2,4
175317,1,1,2,2,3
175322,2,1,2,4,5
175323,4,3,2,4,4
175324,2,2,2,2,3
175327,5,4,2,5,5
175328,4,4,3,4,5
175332,1,1,2,3,4
175333,1,1,2,3,3
175334,2,1,2,4,4
175335,3,3,2,2,2
175336,3,2,3,4,3
175337,4,4,2,3,3
175338,4,4,4,2,3
175340,3,2,3,4,4
175343,5,4,4,5,5
175344,1,1,2,3,4
175346,2,1,5,5,5
175347,1,1,2,1,2
175348,2,2,1,5,5
175350,1,1,1,4,4
175351,2,2,1,4,5
175353,2,2,1,5,5
175354,5,3,5,4,4
175355,4,5,1,4,4
175356,4,3,2,4,5
175357,2,2,2,3,3
175359,5,3,5,4,4
175360,1,2,1,3,4
175361,4,2,5,4,4
175363,3,2,3,4,4
175366,3,2,2,4,3
175369,1,1,2,3,4
175373,5,5,5,3,3
175374,5,5,5,5,5
175376,5,3,5,4,4
175377,1,1,3,3,2
175379,3,2,3,5,5
175380,4,4,2,4,4
175383,4,3,2,5,5
175384,1,1,1,4,5
175385,3,4,1,4,4
175386,5,4,3,5,5
175387,5,4,3,5,5
175389,2,2,3,3,3
175396,2,3,1,3,4
175397,3,3,2,3,5
175399,5,3,5,4,4
175401,3,2,5,3,3
175402,5,5,2,4,3
175403,4,3,2,5,5
175404,2,2,1,5,5
175405,3,2,2,5,5
175406,2,1,2,5,5
175407,2,2,4,3,3
175409,3,4,1,4,4
175410,2,1,3,4,3
175411,1,2,1,3,3
175412,1,1,1,3,3
175413,5,4,5,2,3
175414,5,5,5,4,3
175415,3,3,1,4,5
175416,2,2,1,4,5
175417,5,5,2,3,4
175418,2,1,5,,
175419,3,4,1,4,3
175420,1,1,1,3,3
175422,2,2,1,4,5
175423,4,2,5,4,5
175424,4,3,3,4,4
175425,2,2,4,2,3
175426,4,2,5,4,5
175429,5,3,5,4,4
175433,4,4,4,3,3
175434,3,3,2,3,5
175435,3,3,3,3,3
175437,1,1,2,3,3
175439,3,2,5,3,3
175440,5,4,3,5,5
175441,5,5,2,4,4
175444,2,2,3,2,2
175445,4,4,4,4,3
175446,4,4,3,4,5
175448,3,3,1,5,5
175450,4,3,2,4,5
175451,3,2,2,5,5
175452,2,1,5,1,2
175454,4,4,2,4,3
175455,5,4,5,2,4
175456,3,2,2,4,3
175457,1,1,3,2,2
175459,4,3,4,4,4
175463,1,1,2,3,3
175464,2,1,3,5,5
175465,2,1,3,4,4
175466,5,4,5,4,5
175467,1,1,4,3,2
175468,4,4,3,4,4
175470,5,5,2,3,3
175471,4,3,3,4,4
175472,5,5,2,5,5
175473,3,2,2,5,5
175474,5,5,4,5,5
175475,3,2,2,4,4
175477,4,4,3,4,4
175478,5,4,3,5,5
175480,1,2,1,3,2
175481,3,3,4,3,3
175484,5,4,4,5,5
175487,4,3,3,4,3
175488,2,2,4,2,1
175489,3,2,2,4,4
175490,3,2,2,4,5
175491,2,1,2,5,5
175492,2,2,1,5,5
175494,5,5,5,3,3
175496,4,3,3,5,5
175497,4,4,1,5,5
175498,2,2,1,4,4
175499,3,2,5,3,5
175500,4,3,3,4,4
175501,5,4,4,5,5
175502,5,4,5,4,4
175503,5,4,5,5,5
175504,3,2,2,4,4
175505,4,4,1,5,5
175506,4,3,3,4,3
175507,4,4,3,4,4
175508,4,3,5,,
175509,4,4,1,5,5
175511,4,4,4,2,4
175512,2,1,2,5,5
175513,3,2,2,5,5
175514,5,4,5,5,5
175515,1,1,2,3,2
175516,1,2,1,3,2
175517,3,2,3,5,5
175518,5,5,3,5,5
175519,1,1,1,4,4
175520,2,1,3,4,3
175521,4,5,1,4,4
175522,1,1,2,2,1
175524,2,2,1,5,5
175525,3,3,1,5,5
175526,4,3,2,5,5
175527,4,4,2,4,5
175528,5,5,4,5,5
175529,4,2,5,5,5
175530,3,2,3,4,3
175531,3,2,4,4,3
175532,4,2,5,5,5
175533,5,5,3,5,5
175534,5,5,5,5,5
175536,1,1,,,
175537,4,3,2,5,5
175538,1,1,1,4,4
175539,4,4,1,5,5
175540,3,2,3,5,5
175541,5,4,4,5,5
175542,4,4,1,5,5
175543,4,3,3,4,4
175544,3,2,2,4,4
175545,3,3,3,3,4
175546,1,1,2,3,3
175547,3,3,5,1,1
175548,,,,,
175549,,,,,
175550,,,,,
175551,,,,,
175552,,,,,
175553,,,,,
175555,,,,,
175557,5,5,3,5,5
17A019,4,3,3,4,4
17A020,5,5,2,4,4
17A029,3,2,2,5,5
1.70E+12,5,4,4,5,5
1.70E+16,1,1,1,5,5
1.70E+27,5,4,5,5,5
1.70E+35,3,3,3,2,3
1.70E+36,4,3,2,5,5
1.70E+39,2,1,5,2,4
1.70E+42,4,2,5,4,3
1.70E+72,3,3,1,5,5
1.70E+182,4,4,1,5,5
1.70E+184,3,2,2,4,4
1.70E+198,5,4,2,5,5
1.70E+211,5,4,5,3,3
1.70E+243,4,4,3,4,4
1.70E+257,4,4,5,1,2
1.70E+295,1,1,1,4,4
17E356,5,4,3,5,5
17E384,5,4,4,5,5
17E424,4,3,2,5,5
17E445,4,4,2,3,5
17E451,3,2,2,4,4
17E470,5,3,5,5,5
17E473,3,3,3,3,5
17E488,3,3,1,5,5
17E528,3,2,5,3,3
17E531,2,2,1,4,4
17E534,4,3,2,5,5
17E546,4,3,2,5,5
17E577,5,5,5,4,4
17E580,5,3,5,4,5
17E585,5,5,5,5,5
17E589,4,4,3,4,3
17E591,5,4,5,4,4
17E597,3,2,3,5,5
17E611,2,1,3,4,4
17E613,3,3,1,5,5
17E619,4,5,1,4,3
17E625,3,3,1,4,3
17E627,5,4,4,5,5
17E630,3,3,3,3,3
17E637,5,5,3,4,4
185003,2,1,5,3,3
185005,2,2,4,3,3
185006,1,1,1,3,4
185008,1,1,1,5,5
185012,2,4,1,1,1
