provnum,overall_rating,survey_rating,quality_rating,staffing_rating,RN_staffing_rating
445276,3,3,2,2,3
445277,3,2,2,4,4
445279,4,3,5,3,3
445280,1,2,1,3,2
445281,3,4,2,1,2
445283,1,2,2,1,2
445284,5,5,5,2,4
445285,2,2,3,2,2
445286,3,3,3,3,5
445288,4,3,5,3,3
445291,4,3,4,4,4
445292,2,3,4,1,1
445293,5,4,5,4,3
445294,2,3,2,1,1
445295,1,2,2,1,1
445296,2,3,1,3,3
445297,1,2,1,2,3
445298,5,5,5,3,4
445300,5,4,5,4,5
445302,5,5,3,3,3
445303,1,1,3,1,2
445304,2,2,1,4,3
445306,4,3,5,3,3
445308,1,1,1,4,4
445310,1,1,3,3,4
445314,3,2,3,4,3
445316,1,1,1,4,4
445318,3,5,1,1,2
445319,2,3,1,2,3
445320,1,2,3,1,1
445321,2,2,3,,
445322,4,4,4,2,2
445326,2,2,4,3,2
445327,2,2,1,4,4
445328,5,5,2,5,5
445329,1,1,4,1,1
445330,5,3,5,5,5
445331,1,1,2,2,2
445333,4,3,5,2,3
445335,2,1,5,5,5
445339,2,3,2,1,2
445342,4,3,5,2,4
445343,4,4,2,3,3
445344,5,4,5,2,2
445349,1,1,3,3,3
445351,2,2,2,3,4
445352,1,1,2,1,2
445354,2,3,1,2,3
445356,3,2,3,5,5
445357,1,1,1,3,3
445358,3,4,2,1,2
445359,5,5,5,3,4
445360,4,3,2,5,5
445362,5,4,5,2,3
445363,2,2,2,2,3
445366,5,5,2,4,4
445367,1,1,1,4,5
445368,5,4,5,3,3
445369,4,4,4,3,4
445372,2,2,3,2,1
445373,2,2,2,3,2
445374,1,1,3,1,2
445377,5,4,5,3,4
445378,5,4,5,5,5
445380,4,4,4,4,4
445381,3,2,3,4,4
445382,2,2,4,3,3
445383,3,2,4,4,4
445387,2,3,4,1,1
445388,5,5,5,3,3
445390,4,3,3,4,4
445391,2,2,2,2,4
445392,5,4,5,5,5
445393,5,5,5,2,2
445396,5,5,4,2,3
445397,4,5,1,2,3
445401,4,4,2,4,4
445402,2,2,1,4,4
445404,2,1,2,4,4
445406,1,1,1,3,4
445408,2,3,4,1,2
445409,1,1,3,2,3
445410,5,5,4,4,3
445411,2,1,5,3,3
445412,4,3,5,3,3
445413,2,2,4,3,4
445415,5,4,4,5,5
445419,3,3,2,2,1
445420,5,4,3,5,5
445421,5,4,5,3,2
445422,2,2,3,3,4
445423,5,5,2,4,4
445424,4,4,2,4,4
445425,2,2,5,1,1
445426,3,3,4,3,3
445427,2,3,1,3,3
445428,5,4,5,4,4
445429,4,4,3,3,3
445430,2,2,2,3,3
445431,3,3,2,3,3
445433,2,2,2,3,3
445434,1,2,1,1,2
445435,4,4,4,3,3
445436,1,2,3,1,1
445437,3,3,4,3,3
445439,4,3,3,4,5
445440,1,1,3,1,2
445441,2,2,1,4,4
445442,3,3,4,3,3
445443,2,2,4,3,3
445444,5,5,4,4,4
445445,5,5,4,3,3
445446,3,3,3,3,3
445447,4,4,2,3,2
445448,3,3,4,3,4
445449,4,3,3,4,4
445451,5,4,5,2,3
445452,4,4,4,3,3
445453,3,3,2,3,3
445454,5,4,5,3,3
445455,3,2,5,3,3
445456,2,3,4,1,1
445457,5,5,2,4,5
445458,4,4,4,4,4
445459,5,5,5,1,1
445460,5,4,5,4,4
445461,1,1,4,2,1
445462,5,4,5,3,3
445463,4,4,3,4,3
445464,5,5,5,1,1
445465,1,1,2,2,4
445467,4,4,2,3,3
445468,3,3,3,3,2
445469,4,4,2,2,2
445470,1,1,3,3,3
445471,1,2,4,1,2
445472,5,5,5,5,5
445473,4,4,3,3,2
445474,5,5,5,3,4
445475,2,1,4,4,5
445476,3,3,4,3,3
445477,1,1,2,3,3
445478,3,4,1,2,3
445479,5,3,5,4,4
445480,2,4,1,1,2
445481,3,4,1,3,3
445482,4,2,5,5,5
445483,5,4,5,3,2
445484,4,4,2,4,4
445485,3,4,2,1,1
445486,4,4,3,2,4
445487,4,4,2,2,3
445488,5,5,4,4,4
445489,5,5,5,3,2
445490,3,4,1,3,1
445491,3,3,4,3,3
445492,1,1,2,3,3
445493,1,1,2,2,4
445494,2,4,1,1,2
445495,1,1,2,3,3
445496,2,3,1,,
445497,2,2,2,2,1
445500,5,5,5,4,4
445501,4,5,2,1,2
445502,1,2,2,1,1
445503,1,1,1,3,2
445504,1,1,1,1,1
445506,5,4,5,5,5
445507,5,3,5,4,3
445508,5,3,5,4,3
445509,2,2,2,3,3
445510,5,3,5,5,5
445511,2,1,4,4,3
445512,2,1,2,5,5
445513,5,4,5,4,4
445515,5,5,2,4,4
445516,1,1,3,3,3
445517,5,5,3,4,4
445518,3,2,4,4,4
445519,,,,,
445520,,,,,
445521,,,,,
445522,,,,,
445523,,,,,
445524,,,,,
445525,,,,,
445526,,,,,
445527,,,,,
4.40E+133,2,3,1,2,2
4.40E+167,5,5,5,,
4.40E+176,1,1,4,2,2
4.40E+201,1,2,1,,
4.40E+233,4,4,3,2,2
4.40E+252,1,2,1,3,3
44E445,5,5,5,4,4
44E446,2,3,2,1,1
455001,2,3,2,1,2
455020,1,2,4,1,1
455061,5,4,4,5,5
455069,5,5,2,5,5
455278,5,5,2,2,2
455333,4,3,2,5,5
455351,3,2,2,4,3
455359,1,1,1,3,1
455390,1,2,4,1,1
455412,4,4,4,2,2
455416,2,3,1,,
455423,1,1,2,3,2
455429,1,1,3,2,3
455444,1,1,4,1,2
455450,2,2,5,1,1
455455,3,3,3,2,2
455456,5,4,2,5,5
455457,4,5,3,1,1
455463,3,3,4,3,3
455467,1,2,2,1,1
455471,1,1,2,1,1
455472,3,3,2,2,3
455475,4,5,2,1,1
455477,1,1,3,1,1
455478,2,2,2,2,2
455480,3,3,2,3,2
455484,1,2,1,3,3
455485,2,2,2,2,2
455486,5,5,4,3,3
455489,1,2,1,1,1
455490,1,1,4,2,2
455493,1,1,4,2,2
455494,5,5,5,1,2
455497,1,1,2,1,1
455503,3,2,4,4,3
455504,3,3,5,1,1
455507,2,3,4,1,1
455509,1,1,2,1,2
455510,1,2,3,1,1
455513,3,2,5,2,3
455515,3,2,2,4,3
455516,4,4,5,1,1
455517,1,2,1,3,2
455522,1,2,3,1,2
455523,4,3,5,3,2
455528,2,1,5,1,1
455532,2,2,2,2,3
455533,2,2,5,1,2
455534,4,3,5,3,3
455536,2,3,2,1,2
455538,3,3,3,2,2
455544,3,3,4,3,2
455549,2,2,5,1,1
455550,1,1,4,3,3
455551,2,3,2,1,1
455554,4,4,3,2,1
455555,2,4,1,1,1
455557,1,1,1,1,1
455560,1,2,1,1,1
455561,2,3,2,1,1
455563,4,5,4,1,1
455565,1,1,2,1,1
455569,1,1,3,1,1
455570,3,3,3,2,2
455572,2,3,3,1,1
455573,5,5,3,3,3
455574,1,1,3,1,1
455575,1,1,2,2,2
455576,5,4,5,3,3
455577,5,4,5,4,4
455579,1,2,2,1,1
455582,1,1,2,1,1
455586,2,3,4,1,1
455589,1,1,3,3,2
455591,3,3,3,2,3
455592,4,4,2,2,2
455594,2,3,2,1,1
455597,3,3,5,1,1
455599,3,2,2,4,3
455601,3,4,1,3,2
455602,3,4,2,1,1
455606,3,3,2,2,1
455608,4,4,2,3,2
455611,1,2,1,2,2
455613,1,3,1,1,1
455617,5,5,2,3,2
455618,2,2,3,3,2
455621,4,2,5,4,4
455625,3,2,5,3,2
455626,3,4,2,1,1
455627,5,5,5,3,3
455628,2,3,4,1,1
455631,2,4,1,1,1
455637,5,3,5,4,4
455638,2,3,2,1,2
455641,2,2,2,2,2
455642,1,3,1,1,2
455643,1,1,1,3,3
455646,4,4,3,4,3
455651,5,4,5,2,1
455652,2,4,1,1,2
455653,5,5,5,1,1
455662,1,2,2,1,1
455670,3,4,1,3,2
455672,4,4,4,3,3
455673,3,2,5,3,2
455674,3,4,3,1,1
455675,2,2,2,2,2
455676,4,4,4,4,4
455678,3,2,3,4,3
455682,1,2,4,1,2
455683,5,5,3,5,5
455684,1,1,3,2,2
455685,5,5,5,4,4
455687,5,4,5,2,2
455689,1,1,3,2,2
455690,1,1,2,1,2
455691,4,5,1,5,5
455697,1,1,2,2,3
455699,3,2,5,2,2
455700,1,1,2,3,2
455702,3,3,4,3,5
455703,2,1,5,2,4
455705,2,2,3,3,3
455709,3,4,4,1,1
455712,3,3,2,2,1
455713,1,1,1,1,2
455714,2,3,2,1,2
455715,2,2,3,2,3
455718,3,2,3,4,3
455724,1,1,3,1,1
455725,4,4,5,1,1
455726,2,3,3,1,1
455727,3,2,4,4,3
455728,2,2,3,3,3
455731,3,4,2,1,1
455732,5,5,3,4,4
455733,4,4,3,2,2
455736,4,4,3,,
455737,4,3,5,2,2
455742,4,3,5,3,5
455744,2,3,3,1,1
455745,1,1,3,3,4
455748,1,1,2,3,3
455753,3,3,3,3,3
455754,2,2,5,1,2
455756,3,2,4,5,5
455757,3,4,2,1,1
455761,2,1,5,2,3
455762,4,3,5,2,3
455763,5,5,3,2,1
455770,4,4,1,5,5
455771,4,4,4,2,3
455785,5,4,5,2,1
455789,2,2,3,3,2
455794,5,4,3,5,5
455796,1,1,2,2,3
455797,2,3,2,1,1
455798,5,4,5,2,2
455799,3,3,4,3,3
455800,1,1,4,1,2
455802,1,2,3,1,1
455804,1,2,4,1,1
455805,2,2,1,5,5
455806,3,4,1,2,2
455808,2,3,1,3,3
455810,4,4,4,3,3
455812,1,1,4,2,3
455815,1,1,2,1,2
455817,1,2,2,1,1
455819,5,4,5,4,4
455822,3,3,4,2,2
455823,3,2,5,2,2
455824,3,4,3,1,1
455831,1,2,4,1,1
455832,5,5,5,3,2
455834,2,1,5,2,2
455835,3,3,3,2,2
455838,3,3,5,1,1
455840,1,2,2,1,1
455848,4,5,1,5,5
455849,3,4,1,2,1
455850,5,5,3,2,2
455854,4,3,2,4,4
455855,1,1,1,3,2
455856,1,2,2,1,2
455861,4,4,2,2,4
455862,2,2,4,3,3
455864,5,5,4,4,4
455866,3,2,3,5,5
455869,4,4,3,2,2
455870,5,4,5,,
455871,2,2,2,3,3
455872,5,5,5,2,2
455876,2,2,2,3,3
455879,3,3,2,2,1
455881,3,4,1,2,1
455887,1,2,1,3,3
455889,2,3,1,3,2
455891,5,5,2,3,4
455892,3,4,3,1,1
455893,2,3,3,1,1
455895,2,3,3,1,2
455900,2,2,2,2,2
455901,2,3,1,3,2
455903,5,5,5,2,1
455904,2,3,3,1,1
455906,4,4,3,3,1
455908,3,4,1,2,2
455910,2,3,3,1,1
455913,4,4,4,4,4
455915,3,3,2,2,2
455916,1,2,3,1,2
455917,2,2,3,2,2
455923,3,3,4,2,2
455925,1,2,4,1,1
455929,5,5,3,3,1
455930,5,5,2,2,2
455931,2,2,4,3,3
455934,2,2,4,3,2
455935,2,2,2,2,2
455936,1,1,2,1,1
455940,1,2,1,3,2
455941,2,3,4,1,1
455942,2,3,3,1,2
455944,3,2,5,3,3
455946,3,3,2,2,2
455951,1,1,2,1,2
455952,1,2,1,2,1
455954,2,4,1,1,2
455957,3,3,2,2,1
455959,2,2,3,3,3
455960,3,3,2,3,2
455961,2,3,2,1,1
455962,1,1,1,3,2
455963,1,2,2,1,1
455965,4,4,2,2,2
455968,3,3,2,2,1
455969,2,1,5,4,4
455970,1,3,1,1,1
455972,1,1,3,3,3
455974,1,1,3,1,1
455975,4,4,4,3,3
455981,5,5,3,5,5
455983,4,4,3,3,3
455985,1,3,1,1,1
455986,2,3,2,1,1
455987,1,2,2,1,1
455989,1,2,1,3,3
455994,1,1,2,2,2
455996,3,4,1,2,1
455999,3,4,3,1,2
45E312,2,2,2,3,2
45E341,4,3,5,3,2
45E358,1,1,3,2,1
45E393,1,1,4,3,2
45E409,4,5,4,1,2
45E458,1,1,1,3,2
45E551,1,2,3,1,1
45E629,5,5,5,4,3
45E631,4,4,3,4,4
45E694,4,3,5,3,3
45E761,3,3,2,3,3
45E852,4,4,2,4,4
45E947,2,3,1,,
45F094,3,3,3,2,3
45F197,5,5,3,5,5
45F199,5,4,2,5,5
45F207,1,1,3,,
45F402,4,3,2,4,3
45F410,4,4,4,3,1
45F411,4,5,1,5,5
45F414,4,3,3,4,4
45F462,4,2,5,4,4
45F470,2,1,5,3,3
45F497,3,2,2,4,4
45F603,1,1,1,5,5
45F794,,,,,
45F801,,,,,
45F802,,,,,
45F805,,,,,
45F806,,,,,
45F808,,,,,
45F809,,,,,
45F815,,,,,
465003,4,3,5,3,3
465006,1,1,3,2,4
465009,2,1,5,4,4
465020,4,3,5,2,4
465049,4,3,2,4,5
465057,4,3,5,3,4
465059,4,4,2,3,4
465062,3,2,4,5,5
465064,4,2,5,4,4
465066,1,1,4,3,5
465067,2,1,2,4,4
465069,5,4,5,4,4
465072,2,2,4,2,4
465074,1,1,4,2,4
465075,5,3,5,5,5
465078,5,5,5,5,5
465079,2,2,2,3,3
465082,4,2,5,4,4
465083,4,4,4,4,4
465084,2,3,1,3,2
465085,3,2,3,4,4
465086,2,1,5,3,4
465088,4,4,2,3,4
465089,3,2,5,3,4
465090,5,3,5,5,5
465091,4,2,5,4,4
465092,4,3,5,,
465093,4,3,5,3,3
465094,2,1,2,5,5
465095,5,3,5,4,5
465096,1,1,3,3,4
465097,5,4,5,3,5
465098,3,2,4,4,4
465100,4,2,5,4,5
465101,5,4,5,4,5
465102,2,1,5,4,5
465104,3,2,4,4,4
465107,4,3,5,3,5
465108,2,2,4,3,3
465109,5,4,5,3,4
465111,2,2,3,3,4
465112,4,3,2,4,5
465115,1,1,2,3,3
465116,2,1,4,4,4
465117,3,2,5,3,5
465119,4,2,5,4,4
465123,5,5,4,5,5
465124,3,3,3,3,4
465125,3,2,3,4,4
465128,1,2,1,3,5
465129,2,1,5,4,5
465130,2,2,1,5,5
465137,3,3,3,3,4
465139,2,1,5,4,5
465140,4,4,3,3,5
465143,4,4,4,2,3
465144,4,4,1,5,5
465146,5,3,5,4,5
465147,2,1,3,4,4
465149,5,3,5,4,4
465150,5,4,5,3,5
465152,3,4,1,3,4
465153,2,2,1,4,5
465155,5,5,5,5,5
465156,4,3,4,4,5
465157,3,3,4,3,5
465158,2,2,2,2,4
465159,5,4,5,5,5
465160,4,3,4,4,5
465162,4,3,4,5,5
465163,4,4,4,4,5
465165,5,4,2,5,5
465166,5,5,5,5,5
465167,5,5,2,3,5
465168,3,2,3,5,5
465169,5,4,3,5,5
465170,5,4,5,5,5
465171,5,3,5,5,5
465172,5,5,5,5,5
465173,5,5,4,5,5
465174,5,5,5,5,5
465175,3,3,1,4,4
465176,4,4,3,4,5
465177,4,3,4,5,5
465178,5,3,5,4,5
465179,5,5,4,5,5
465180,5,5,4,5,5
465181,5,5,5,5,5
465182,4,4,3,4,4
465183,1,1,2,1,2
465184,2,2,2,3,4
465185,,,,,
46A058,5,4,5,4,4
46A064,3,4,3,1,2
46A066,2,2,5,1,1
46A069,3,2,5,3,3
46A070,3,2,2,5,5
46A071,1,1,1,1,1
475003,2,2,2,3,4
475008,4,4,4,4,5
475010,2,1,5,3,4
475012,4,3,4,5,5
475014,2,1,5,4,4
475017,5,4,5,5,5
475018,4,3,5,3,4
475019,5,4,5,2,2
475020,1,1,2,3,3
475021,2,2,2,3,3
475023,5,4,5,3,4
475025,3,2,2,4,4
475026,3,2,2,4,4
475027,4,2,5,4,4
475029,4,3,4,4,4
475030,1,1,1,2,3
475032,4,4,2,4,5
475033,2,1,4,4,5
475036,5,4,5,4,4
475037,3,3,3,3,3
475039,1,1,2,3,4
475040,2,2,4,3,3
475042,4,3,5,3,4
475043,4,3,3,4,5
475044,2,2,1,4,5
475045,4,4,2,4,4
475046,5,5,5,4,5
475047,5,5,5,5,5
475048,5,5,5,4,5
475049,5,5,4,4,4
475050,2,1,4,4,5
475052,3,3,4,3,4
475053,5,4,5,4,5
475055,4,2,5,4,5
475056,5,5,4,,
475057,4,3,4,4,5
475058,4,4,1,5,5
485000,2,1,,5,5
495002,4,4,2,3,4
495011,4,3,5,3,3
495013,1,1,3,2,1
495015,4,4,4,3,3
495019,3,3,2,3,3
495034,5,3,5,4,4
495038,2,1,4,4,4
495045,2,2,4,3,3
495046,4,4,2,3,2
495057,3,2,4,5,5
495068,1,1,3,2,3
495071,2,1,4,4,4
495077,3,3,5,1,1
495079,2,1,3,4,3
495085,4,3,2,4,4
495086,3,2,4,5,5
495087,4,3,2,4,4
495092,3,2,2,4,5
495093,1,1,2,1,2
495096,5,3,5,5,5
495097,3,3,4,3,2
495099,4,3,4,5,5
495102,3,2,5,3,3
495105,2,1,3,4,4
495106,5,5,5,4,4
495107,3,4,3,1,2
495108,2,2,4,3,3
495109,2,2,2,3,3
495112,3,3,1,4,4
495113,3,2,3,5,5
495114,2,1,5,2,3
495115,1,1,4,3,3
495117,3,3,4,3,3
495118,3,3,2,,
495120,5,4,5,5,5
495121,1,1,3,3,3
495123,1,1,4,3,2
495126,3,3,1,5,5
495127,5,4,5,5,5
495131,5,5,5,4,4
495133,4,3,5,3,3
495134,1,1,1,2,2
495135,3,5,1,1,2
495139,1,2,2,1,1
495140,2,1,5,2,3
495141,2,2,3,2,3
495142,1,2,1,3,3
495143,1,1,1,1,2
495144,2,1,5,1,1
495146,1,1,2,2,4
495147,4,4,4,3,3
495149,3,2,2,4,3
495150,1,1,4,3,2
495151,2,2,4,2,2
495152,4,4,2,3,3
495153,1,1,4,3,3
495155,2,1,5,3,3
495156,3,3,4,3,3
495157,5,5,5,4,4
495160,5,4,5,5,5
495165,5,5,4,5,5
495166,4,2,5,4,5
495167,5,5,5,5,5
495168,4,4,2,2,4
495171,5,4,5,5,5
495173,1,1,1,3,3
495174,1,2,4,1,1
495177,1,1,2,3,2
495178,1,2,1,2,4
495179,2,1,5,4,4
495181,5,5,4,,
495183,4,3,3,4,3
495184,4,4,4,,
495185,2,2,5,1,2
495186,4,4,4,4,3
495187,3,4,1,3,4
495188,5,5,4,3,3
495189,2,3,2,1,2
495190,4,3,5,2,2
495191,4,4,2,3,4
495192,3,3,5,1,2
495193,5,3,5,4,4
495194,3,3,3,,
495196,5,5,3,2,3
495197,5,4,5,3,2
495199,1,1,3,1,1
495200,4,3,2,5,5
495201,2,1,2,4,5
495202,5,5,2,2,2
495203,2,1,3,4,4
495204,1,1,4,3,3
495205,5,3,5,5,5
495206,1,1,4,3,2
495207,3,4,2,1,2
495209,5,5,3,4,4
495210,2,2,2,2,2
495211,5,4,5,5,5
495213,4,4,2,4,4
495214,5,5,2,,
495215,2,1,4,4,4
495216,3,4,4,1,1
495217,3,2,5,3,4
495218,1,1,2,3,2
495220,3,3,3,2,2
495221,5,5,3,5,5
495225,5,5,2,,
495226,2,2,5,1,1
495227,4,3,5,3,3
495230,2,3,3,1,2
495232,4,4,4,3,3
495233,1,1,3,3,3
495234,2,3,1,2,3
495235,1,1,3,1,2
495236,2,1,5,1,1
495237,1,3,1,1,1
495240,1,1,1,1,2
495241,2,3,2,1,2
495242,5,4,5,2,3
495243,1,2,1,3,3
495244,2,2,4,2,3
495245,5,4,4,5,5
495246,3,2,3,4,4
495247,4,3,2,4,5
495248,4,2,5,4,4
495249,1,2,3,1,2
495250,1,2,1,1,2
495252,1,1,1,1,1
495253,1,2,1,2,2
495254,2,1,5,5,5
495255,1,1,2,3,4
495256,2,2,1,4,4
495257,4,3,5,2,2
495258,1,1,1,3,3
495259,2,4,1,1,2
495260,2,1,4,4,4
495261,4,4,4,2,3
495262,4,4,2,3,4
495264,3,3,3,2,3
495266,4,3,5,3,3
495267,1,1,3,3,3
495268,1,2,2,1,2
495269,4,4,2,4,5
495270,4,4,2,3,3
495272,1,1,2,2,2
495273,1,2,3,1,1
495274,4,4,3,2,1
495275,5,4,4,5,5
495276,2,2,2,3,4
495277,1,2,1,3,3
495279,1,1,2,3,3
495280,5,4,5,4,4
495281,1,1,1,3,5
495282,2,2,4,3,3
495283,3,3,5,1,2
495286,3,3,3,2,2
495287,1,1,2,3,3
495288,4,3,3,4,3
495291,3,2,2,4,3
495293,3,4,2,1,1
495294,5,5,2,3,3
495295,3,3,4,2,2
495296,4,4,4,3,3
495297,2,2,3,3,3
495299,1,1,1,1,1
495300,1,1,4,1,2
495301,3,4,4,1,1
495302,1,2,2,1,2
495303,3,3,3,3,3
495305,3,4,2,1,2
495306,4,4,3,3,3
495308,4,4,4,2,3
495309,2,2,4,3,3
495311,5,3,5,4,4
495312,5,4,3,5,5
495315,1,2,1,3,3
495316,4,3,3,4,3
495317,2,3,4,1,2
495318,2,2,2,2,3
495319,5,4,5,5,5
495320,4,4,4,2,3
495321,3,4,2,1,2
495323,3,4,4,1,2
495324,5,5,5,3,2
495325,1,1,2,1,2
495326,4,4,4,3,3
495327,1,1,2,1,2
495328,5,4,5,2,2
495330,1,1,2,3,2
495331,4,4,2,2,2
495332,4,3,4,5,5
495333,5,5,4,4,4
495334,4,3,2,4,4
495336,1,1,1,4,4
495337,2,2,2,3,3
495338,2,3,2,1,2
495339,5,5,4,3,4
495340,3,3,4,3,3
495342,4,4,2,2,3
495343,4,4,3,3,3
495344,2,2,3,3,3
495345,1,2,1,2,3
495346,5,4,5,5,5
495347,1,1,4,1,1
495348,3,4,4,1,1
495349,1,2,2,1,1
495350,2,3,1,3,4
495352,3,3,2,3,3
495353,1,1,3,1,1
495354,5,3,5,5,5
495355,2,2,2,2,2
495356,2,3,1,3,2
495357,3,3,4,2,2
495358,3,2,3,4,4
495359,2,2,4,3,3
495360,2,3,1,2,4
495361,1,1,2,3,3
495362,1,1,1,1,1
495363,5,4,5,2,2
495364,3,2,4,5,5
495365,3,3,3,2,3
495366,4,3,2,5,5
495367,2,2,3,3,3
495368,4,4,4,4,4
495369,3,2,2,4,3
495370,4,3,3,5,5
495371,3,3,2,2,2
495372,4,3,5,2,1
495373,4,4,3,4,4
495374,3,3,1,4,4
495375,1,1,3,1,1
495377,2,2,3,3,3
495378,4,4,4,3,3
495379,4,4,3,3,2
495380,3,3,3,2,2
495381,5,5,4,3,2
495383,4,4,2,4,4
495384,3,3,2,2,4
495385,5,3,5,4,4
495386,4,4,3,4,4
495387,5,4,5,4,4
495388,2,1,4,4,4
495389,2,2,4,2,4
495390,5,3,5,4,4
495391,2,2,5,1,1
495392,2,3,1,3,2
495393,4,3,3,4,4
495394,3,3,3,3,3
495395,5,4,5,5,5
495396,2,3,2,1,2
495397,4,4,2,4,5
495398,1,1,3,2,2
495399,3,2,5,2,2
495400,5,4,4,5,5
495401,5,4,5,2,2
495402,5,5,4,5,5
495403,5,4,5,4,4
495404,5,5,5,4,4
495405,5,5,3,5,5
495406,4,4,2,4,5
495407,2,1,5,1,1
495408,5,5,2,4,4
495409,1,2,1,2,3
495410,5,4,5,4,3
495411,2,2,4,3,3
495412,3,3,2,2,3
495413,2,1,5,2,2
495414,4,4,4,,
495415,4,3,2,5,5
495416,4,3,4,4,5
495417,1,2,1,2,3
495418,4,4,2,4,3
495419,,,,,
495420,,,,,
495421,,,,,
495422,,,,,
49A007,4,3,4,4,4
49A022,5,5,5,5,5
49A043,,,,,
4.90E+05,5,5,5,2,2
4.90E+51,5,3,5,4,5
4.90E+76,4,2,5,4,4
4.90E+77,5,5,4,4,4
4.90E+85,2,2,4,2,1
4.90E+132,4,4,1,5,5
4.90E+152,3,2,3,4,4
4.90E+186,4,4,2,3,4
4.90E+216,5,4,5,2,3
4.90E+257,4,4,5,1,1
505004,5,5,5,4,4
505009,4,2,5,5,5
505010,2,2,2,3,3
505016,2,1,4,4,5
505017,4,2,5,4,4
505024,1,1,4,3,3
505027,5,5,5,5,5
505033,5,4,5,5,5
505042,1,1,2,3,4
505059,5,4,5,5,5
505069,3,2,4,5,5
505070,3,2,4,5,5
505074,5,4,5,3,5
505075,5,3,5,4,5
505080,1,1,1,2,4
505081,5,3,5,4,4
505085,4,4,3,2,4
505086,5,3,5,5,5
505092,2,1,2,4,5
505093,4,4,4,4,4
505096,3,2,4,4,5
505098,3,2,2,5,5
505099,2,2,1,4,5
505114,1,1,4,3,3
505123,3,2,4,4,4
505126,5,4,5,3,5
505128,2,2,4,3,5
505140,4,4,4,3,5
505151,3,2,4,4,5
505154,2,2,3,3,3
505181,5,3,5,4,5
505182,5,4,4,5,5
505183,5,4,5,4,4
505185,3,2,5,2,4
505188,4,2,5,4,5
505195,2,2,4,3,3
505202,1,1,2,3,5
505204,4,3,5,3,4
505206,2,1,5,3,3
505210,3,2,5,3,5
505211,5,5,4,3,3
505214,1,1,1,2,3
505216,1,1,3,3,2
505217,5,4,4,5,5
505223,2,1,4,4,4
505226,4,3,2,4,5
505230,1,1,2,2,4
505232,4,3,3,4,4
505236,2,1,3,4,4
505239,3,2,2,4,3
505240,4,3,5,3,4
505243,2,1,5,4,4
505246,5,3,5,4,5
505251,3,3,3,3,5
505252,5,5,5,4,5
505254,4,3,2,4,4
505255,5,4,5,5,5
505257,3,2,3,4,5
505260,4,4,1,5,5
505261,3,4,1,4,5
505262,4,4,4,3,3
505263,2,2,4,2,3
505264,1,1,2,3,3
505265,2,2,2,3,2
505269,2,1,4,4,5
505270,5,4,5,5,5
505272,2,1,5,4,4
505273,5,5,5,4,5
505275,3,3,2,3,3
505276,5,4,5,4,4
505278,3,2,4,4,4
505280,3,2,3,4,4
505282,4,3,3,5,5
505283,3,2,3,4,5
505288,4,4,3,3,5
505289,5,4,5,3,4
505290,2,1,5,5,5
505291,4,3,4,5,5
505294,2,1,5,4,5
505296,2,1,3,4,5
505299,1,1,4,3,4
505303,5,4,5,3,5
505304,2,1,4,5,5
505306,2,1,5,,
505309,1,1,2,2,3
505311,4,3,4,4,4
505313,2,1,4,4,4
505315,2,2,3,2,4
505318,1,1,3,3,4
505319,3,3,4,3,4
505320,4,3,5,3,3
505322,4,3,5,3,3
505324,5,4,5,4,4
505325,5,5,5,5,5
505326,4,3,4,4,4
505327,2,1,3,5,5
505329,4,4,4,3,4
505331,1,1,1,5,5
505332,1,1,4,3,5
505334,5,4,5,4,4
505338,1,1,3,2,3
505339,2,1,2,4,5
505341,3,2,5,3,4
505344,3,2,5,3,3
505346,4,3,2,4,4
505347,1,1,3,2,2
505348,3,2,4,4,4
505349,5,4,5,4,4
505350,3,2,4,4,4
505351,4,4,2,3,4
505354,5,3,5,4,5
505355,2,1,5,4,5
505358,3,2,4,5,5
505361,3,3,4,2,4
505362,2,1,3,4,4
505367,4,3,4,4,4
505369,5,3,5,4,4
505371,2,1,5,,
505372,5,5,3,5,5
505373,1,1,3,3,3
505376,4,3,4,5,5
505377,3,2,4,5,5
505378,5,3,5,4,4
505379,4,4,4,3,4
505381,3,2,2,4,4
505382,5,5,5,3,4
505383,3,3,2,3,4
505386,4,3,3,4,4
505387,5,3,5,4,4
505389,5,5,4,4,4
505390,2,2,3,3,5
505393,3,3,4,3,3
505395,3,2,4,4,5
505399,4,2,5,4,5
505400,2,2,4,2,4
505401,4,4,4,2,4
505403,5,5,4,5,5
505404,4,3,5,3,4
505405,4,3,5,3,5
505406,4,4,3,4,5
505407,5,5,5,3,4
505409,5,5,2,4,4
505410,4,4,2,4,5
505411,5,3,5,5,5
505412,3,2,2,4,3
505413,4,3,3,5,5
505414,3,2,4,4,5
505415,4,3,5,3,3
505416,3,2,4,4,5
505417,5,5,2,4,5
505418,1,1,1,5,5
505421,4,3,3,4,5
505422,5,3,5,4,5
505429,2,1,2,4,4
505430,4,4,2,4,5
505431,4,4,2,4,5
505434,2,1,4,4,4
505435,4,2,5,4,4
505436,1,1,4,3,2
505437,5,4,4,5,5
505438,5,4,5,4,5
505439,2,1,5,4,4
505441,3,3,1,4,4
505442,5,4,4,5,5
505452,5,4,5,4,5
505453,5,4,5,2,4
505454,4,4,4,4,5
505455,4,2,5,4,5
505459,4,3,4,4,4
505462,5,3,5,5,5
505463,4,4,4,3,4
505465,5,4,5,4,4
